LogicalName,SchemaName,AttributeType,AttributeOf,AttributeTypeName,CanBeSecuredForCreate,CanBeSecuredForRead,CanBeSecuredForUpdate,CanModifyAdditionalSettings,ColumnNumber,DeprecatedVersion,Description,DisplayName,EntityLogicalName,ExtensionData,HasChanged,InheritsFrom,IntroducedVersion,IsAuditEnabled,IsCustomAttribute,IsCustomizable,IsDataSourceSecret,IsFilterable,IsGlobalFilterEnabled,IsLogical,IsManaged,IsPrimaryId,IsPrimaryName,IsRenameable,IsRequiredForForm,IsRetrievable,IsSearchable,IsSecured,IsSortableEnabled,IsValidForAdvancedFind,IsValidForCreate,IsValidForForm,IsValidForGrid,IsValidForRead,IsValidForUpdate,IsValidODataAttribute,LinkedAttributeId,MetadataId,RequiredLevel,SourceType
pcc_commentsondamp,pcc_CommentsonDamp,Memo,,MemoType,True,True,True,True,105,,,Comments on Damp,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{40efb207-eb01-ed11-82e5-000d3a3aa389},None,Standard
pcc_condensation,pcc_Condensation,Picklist,,PicklistType,True,True,True,True,101,,,Condensation,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{598bc2e0-ea01-ed11-82e5-000d3a3aa389},None,Standard
pcc_condensationname,pcc_condensationName,Virtual,pcc_condensation,VirtualType,False,False,False,True,102,,N/A,N/A,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,{1c196072-88c4-4e74-ae09-03f47b5935b9},None,Standard
pcc_contactlookup,pcc_ContactLookup,Lookup,,LookupType,True,True,True,True,108,,,Contact (Lookup),pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{db336b01-a35a-47cf-b32b-d450cbd05b08},None,Standard
pcc_contactlookupname,pcc_ContactLookupName,String,pcc_contactlookup,StringType,False,False,False,True,109,,N/A,N/A,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,{500f7393-4415-45e0-9482-f841469a3af3},None,Standard
pcc_contactlookupyominame,pcc_ContactLookupYomiName,String,pcc_contactlookup,StringType,False,False,False,True,110,,N/A,N/A,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,{eb445dc7-a610-4c4c-af5e-77cbfa7300e5},None,Standard
pcc_county,pcc_County,String,,StringType,True,True,True,True,41,,,County,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{5916654c-e801-ed11-82e5-000d3a3aa389},None,Standard
pcc_dateofmostrecentepc,pcc_DateOfMostRecentEPC,DateTime,,DateTimeType,True,True,True,True,53,,,Date Of Most Recent EPC,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{0c63d0c2-e801-ed11-82e5-000d3a3aa389},None,Standard
pcc_domesticpropertylookup,pcc_DomesticPropertyLookup,Lookup,,LookupType,True,True,True,True,106,,,Domestic Property (Lookup),pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{29b3574b-7d0e-49bb-a3ed-6700937e517a},None,Standard
pcc_domesticpropertylookupname,pcc_DomesticPropertyLookupName,String,pcc_domesticpropertylookup,StringType,False,False,False,True,107,,N/A,N/A,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,{ed3483be-6beb-41b8-b6b4-0ca598322059},None,Standard
pcc_email,pcc_Email,String,,StringType,True,True,True,True,120,,,Email,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{7b104c9b-eb01-ed11-82e5-000d3a3aa389},None,Standard
pcc_epctype,pcc_EPCType,Picklist,,PicklistType,True,True,True,True,51,,,EPC Type,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{a6b41eb6-e801-ed11-82e5-000d3a3aa389},None,Standard
pcc_epctypename,pcc_epctypeName,Virtual,pcc_epctype,VirtualType,False,False,False,True,52,,N/A,N/A,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,{46afb38e-5967-4fea-a709-a2805a74543f},None,Standard
pcc_firstname,pcc_FirstName,String,,StringType,True,True,True,True,116,,,First Name,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{d7f9d175-eb01-ed11-82e5-000d3a3aa389},None,Standard
pcc_floorinsulation,pcc_FloorInsulation,We need an end point spec from PEC's CRM consultant to move forward on this.,,PicklistType,True,True,True,True,74,,,Floor Insulation,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,,{6e6d2ec6-e901-ed11-82e5-000d3a3aa389},None,Standard
pcc_floorinsulationname,pcc_floorinsulationName,Virtual,pcc_floorinsulation,VirtualType,False,False,False,True,75,,N/A,N/A,pcc_retrofitintermediate,System.Runtime.Serialization.ExtensionDataObject,False,,1.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,,{08e73776-49bc-426c-b2a4-ec08a74096f8},None,Standard
